id,premise,hypothesis,label
24a7bf81fb,my parents uh were sailing uh this last year down off uh Costa Rica and they took about two weeks and went into i don't even know the name of the river there but they went white water rafting and Mom said it was absolutely just a wonderful experience she said it was truly incredible,This last year my parents went sailing near Costa Rica.,0
8f9b6fbbfb,"There is a roller coaster up there as well, but experienced riders consider it too slow and uneventful despite the altitude.",The rollercoaster is too slow for most people. ,1
23bf7b91be,because i always had to do it and so i just pay someone else to do it and they do the they do the cutting they fertilize they um edge and um i think this year i'm going to have some landscaping put in,I still do all the gardening and landscaping myself. ,2
dd56438c9e,He felt the off-hand dagger's weight in the small of his back.,The knife was on his back.,0
5d16327c66,"Long Bay is seven miles of sublime fine sand, gentle azure water, and cooling palm trees.",Long Bay is measured to be seven miles.,0
eaf18b068b,"At the delta of the Rh??ne, where its two arms spill into the Medi?­ter?­ra?­nean, the Camargue has been reclaimed from the sea to form a national nature reserve.",The reclamation effort was contracted out to a Dutch company that specializes in dikes and sea water management.,1
b1ad65008a,There is.,There was.,1
3801628f9b,The fine weave and pattern are typical of a Scottish weaver's attention to detail.,"Scottish weavers are known for their attention to detail, exemplified through the fine weave and pattern.",0
1cab4b9a4c,"Reportedly the biggest payment made in such a case, it is hardly a nick in Texaco's annual revenue of more than $30 billion.",The biggest payment they made barely hurt their profits.,0
6a5ca492d3,He reverted to his former point of view.,He went back to his previous thoughts.,0
522fab54b5,"Once or twice, but they seem more show than battle, said Adrin.",Adrin said they weren't serious about battling.,0
ed14d0f572,There are two challengers to these top dogs.,These top dogs face only one challenge.,2
77984ce36c,There 214 was some talk of sending me to a specialist in Paris.,I might be sent to Paris or London,1
98edcc579c,"But it's for us to get busy and do something.""","""We need to just stay inside and relax.""",2
dff73aefab," From Sant Francesc, take the road that leads southwest to Cap Berber?­a (the southernmost point in the Balearics).",Cap Berbera is located northeast of Sant Francesc.,2
862161c611,well what station plays uh that type of music,What TV station has documentaries about space travel?,2
b90ddd3edd,"Although the accounting and reporting model needs to be updated, in my view, the current attest and assurance model is also out of date.",The accounting model needs to be updated in addition to the assurance model that was written in 1995.,1
a87527f85c,The technical how-tos for these three strategies will be summarized later in this paper.,There are three strategies for improvement discussed in the paper.,0
b3a46f7e35,"The main gate of the churchyard leads out to Greyfriars Place, and across the street you will find an excellent view of one of Scotland's newest museums.","The new museum was built around two years ago, and showcases Scotland's natural history. ",1
88637fc33a,oh yeah IBM uh i mean uh a lot of people use human factors folks but IBM is what i'm looking at right now,Tons of people think about human factors but I'm looking at IBM right now.,0
8dc457e705,And that squatting he does--it's as uncomfortable as it looks.,Squatting look uncomfortable.,0
711b8e0187,He said the Web site will help bridge the digital divide that keeps the poor from using the Internet as a resource.,He was telling us that the website is designed to make it harder for the poor to get online. ,2
d4d80fab67,"An ancient Greek trading post, the town manages to combine the atmosphere of a resort with a gutsy, bustling city life.","Historically, the town was once a trading post used by the ancient Greeks.",0
ef92714861,"After three days of using the gel, my mouth has returned to its familiar self.",They had just undergone oral surgery. ,1
ed2eea997a,'You should do the fixing.',"""I'll take care of fixing this."". ",2
942faba52d,"The inquiry expanded very quickly, however, from asking what technology failed to an examination of contextual influences, such as",They moved they inquiries over from technology failing because they thought it may be something else.,1
dd4ba35692,You wake up one bright autumn morning and you're halfway to the subway when you decide to walk to work instead.,You decide to ride the subway instead of take a stroll to work.,2
a3efa4d449,Peel Edgerton.,Do not peel Edgerton.,2
e47073d5f2,The doctor accepted quite readily the theory that Mrs. Vandemeyer had accidentally taken an overdose of chloral.,Mrs. Vandemeyer took an appropriate does of chloral.,2
7050b19dec,Agricultural shows,Farm performances,0
28749e3db3,yeah most mine generally stay in the windows they're they're,mine are in the windows unless i take them out to clean them,1
47b763e1c3,"In the first instance, IRS would have no record of time before the person could get through to an agent and of discouraged callers.",The IRS has to get a record of the time.,1
faf1397ccb,"In my Crossfire days, I was patronized even by Sam Donaldson.","During Crossfire, even Sam Donaldson patronized me.",0
1ef02d95aa,With a little practice almost anyone can flip off to an interesting rock formation and watch the multi-coloured fish pass in review.,"If you practice just a bit, you'd be able to somersault off a rock.",1
790966f0cf,I noticed that there was a long branch running out from the tree in the right direction.,I did not notice the long branch pointing in the right direction.  ,2
